user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
SRR8692207_bin.11	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pasteurianus	GCF_004843545.1	96.18	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pasteurianus	99.68	0.919	GCF_004843545.1	96.18	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pasteurianus	99.68	0.919	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000187265.1, s__Streptococcus equinus, 95.0, 84.04, 0.212; GCA_000283635.1, s__Streptococcus macedonicus, 95.0, 94.8, 0.663; GCF_900101445.1, s__Streptococcus equinus_B, 95.0, 84.03, 0.206; GCF_900104225.1, s__Streptococcus equinus_D, 95.0, 84.41, 0.225; GCF_002000985.1, s__Streptococcus gallolyticus, 96.94, 95.79, 0.72; GCF_049393735.1, s__Streptococcus equinus_G, 95.0, 83.64, 0.188; GCA_963588325.1, s__Streptococcus sp963588325, 95.0, 86.54, 0.406; GCF_016461705.1, s__Streptococcus vicugnae, 95.0, 84.65, 0.239; GCA_003337175.1, s__Streptococcus gallolyticus_B, 95.0, 94.01, 0.615; GCF_000154985.1, s__Streptococcus infantarius, 95.0, 85.81, 0.224; GCF_934196125.1, s__Streptococcus sp934196125, 96.52, 95.18, 0.693; GCF_011387195.1, s__Streptococcus ruminicola, 95.0, 84.16, 0.184; GCF_900475675.1, s__Streptococcus lutetiensis, 95.0, 85.46, 0.244	98.08	11	N/A	N/A
SRR8692207_bin.13	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta	GCF_000024265.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta	98.17	0.817	GCF_000024265.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta	98.17	0.817	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Eggerthella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_009834925.2, s__Eggerthella guodeyinii, 95.0, 89.25, 0.427; GCF_003339815.1, s__Eggerthella sinensis, 95.0, 86.0, 0.267; GCF_900184265.1, s__Eggerthella timonensis, 95.0, 88.19, 0.404	92.99	11	N/A	N/A
SRR8692207_bin.17	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus rhamnosus	GCF_900636965.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus rhamnosus	97.99	0.93	GCF_900636965.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus rhamnosus	97.99	0.93	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	89.4	11	N/A	N/A
SRR8692207_bin.25	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium scardovii	GCF_001042635.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium scardovii	99.27	0.917	GCF_001042635.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium scardovii	99.27	0.917	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	91.5	11	N/A	N/A
SRR8692207_bin.28	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas faecihominis	GCF_033096445.1	95.05	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas faecihominis	99.98	1.0	GCF_033096445.1	95.05	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas faecihominis	99.98	1.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_003991565.1, s__Butyricimonas faecalis, 95.0, 86.14, 0.333; GCA_019423345.1, s__Butyricimonas sp019423345, 95.0, 91.7, 0.6; GCA_020743075.1, s__Butyricimonas virosa_A, 95.0, 90.81, 0.512; GCF_032878955.1, s__Butyricimonas paravirosa, 95.0, 94.73, 0.71; GCA_900761485.1, s__Butyricimonas sp900761485, 95.0, 84.18, 0.195; GCF_025148635.1, s__Butyricimonas virosa, 95.8, 90.79, 0.555; GCA_019117165.1, s__Butyricimonas faecavium, 95.0, 88.39, 0.389	97.25	11	N/A	N/A
SRR8692207_bin.5	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium avidum	GCF_000227295.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium avidum	96.22	0.831	GCF_000227295.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium avidum	96.22	0.831	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_030525615.1, s__Cutibacterium sp030525615, 95.0, 82.76, 0.216; GCF_028021195.1, s__Cutibacterium equinum, 95.0, 86.88, 0.486; GCF_051303185.1, s__Cutibacterium sp051303185, 95.0, 90.62, 0.626	98.56	11	N/A	N/A
SRR8692213_bin.13	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus parasanguinis_I	GCF_023109675.1	95.39	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus parasanguinis_I	95.72	0.848	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	GCA_000448565.1, s__Streptococcus sp000448565, 95.0, 94.85, 0.822; GCF_905372335.1, s__Streptococcus sp905372335, 95.05, 86.14, 0.171; GCF_000479335.1, s__Streptococcus ilei, 95.0, 84.83, 0.183; GCF_009717775.1, s__Streptococcus parasanguinis_AG, 95.84, 94.99, 0.831; GCF_001578955.1, s__Streptococcus parasanguinis_U, 95.0, 94.09, 0.717; GCF_030545615.1, s__Streptococcus parasanguinis_Z, 95.51, 95.58, 0.849; GCA_018365265.1, s__Streptococcus parasanguinis_G, 95.0, 94.5, 0.797; GCA_963540685.1, s__Streptococcus sp963540685, 95.0, 89.68, 0.479; GCF_001813505.1, s__Streptococcus sp001813505, 95.5, 94.8, 0.802; GCF_001073155.1, s__Streptococcus parasanguinis_D, 95.11, 94.73, 0.746; GCF_004166885.1, s__Streptococcus sp004166885, 95.0, 85.73, 0.207; GCF_034137685.1, s__Streptococcus dentalis, 95.05, 94.02, 0.731; GCA_902363395.1, s__Streptococcus sp902363395, 95.0, 86.53, 0.216; GCA_036663675.1, s__Streptococcus sp036663675, 95.19, 94.52, 0.806; GCF_024463135.1, s__Streptococcus parasanguinis_S, 95.32, 94.73, 0.792; GCA_902479835.1, s__Streptococcus sp902479835, 95.0, 94.78, 0.816; GCF_001072385.1, s__Streptococcus sp001072385, 95.0, 86.21, 0.21; GCF_001813105.1, s__Streptococcus sp001813105, 95.47, 95.12, 0.829; GCF_047463575.1, s__Streptococcus sp030825805, 95.0, 86.15, 0.183; GCF_047465465.1, s__Streptococcus parasanguinis_AI, 95.34, 94.58, 0.819; GCF_040908565.1, s__Streptococcus parasanguinis_AC, 95.0, 93.22, 0.736; GCA_018499505.1, s__Streptococcus parasanguinis_K, 95.0, 94.43, 0.72; GCF_006385805.1, s__Streptococcus xiaochunlingii, 95.0, 85.1, 0.194; GCA_934215455.1, s__Streptococcus sp934215455, 95.31, 94.91, 0.802; GCF_008727815.1, s__Streptococcus sp008727815, 95.46, 94.95, 0.832; GCF_016642265.1, s__Streptococcus lactarius, 95.0, 88.02, 0.449; GCF_001074805.1, s__Streptococcus parasanguinis_A, 95.0, 94.12, 0.799; GCA_032560535.1, s__Streptococcus parasanguinis_AF, 95.54, 94.88, 0.802; GCA_902480035.1, s__Streptococcus sp902480035, 95.0, 94.61, 0.77; GCF_000314795.2, s__Streptococcus sp000314795, 95.0, 91.03, 0.652; GCF_001813675.1, s__Streptococcus sp001813675, 95.49, 94.91, 0.797; GCA_900755085.1, s__Streptococcus sp900755085, 95.0, 91.84, 0.619; GCF_004785935.1, s__Streptococcus rubneri, 95.0, 85.26, 0.196; GCF_000507765.1, s__Streptococcus parasanguinis_J, 95.02, 94.95, 0.808; GCF_016648855.1, s__Streptococcus parasanguinis_L, 95.28, 94.85, 0.818; GCF_034134805.1, s__Streptococcus lingualis, 95.62, 94.95, 0.831; GCF_015553625.1, s__Streptococcus australis_B, 95.0, 85.68, 0.206; GCF_029589235.1, s__Streptococcus taoyuanensis, 95.66, 94.84, 0.826; GCA_963543165.1, s__Streptococcus sp963543165, 95.0, 91.16, 0.655; GCF_019929185.1, s__Streptococcus parasanguinis_O, 95.3, 94.7, 0.8; GCF_031582885.1, s__Streptococcus parasanguinis_M, 95.52, 94.95, 0.805; GCA_902470035.1, s__Streptococcus sp902470035, 95.0, 84.99, 0.151; GCF_015556095.1, s__Streptococcus parasanguinis_Q, 95.22, 95.02, 0.82; GCF_900636365.1, s__Streptococcus viridans_A, 95.06, 85.73, 0.2; GCF_047465385.1, s__Streptococcus parasanguinis_AE, 95.57, 95.01, 0.809; GCA_902373455.1, s__Streptococcus sp902373455, 95.0, 94.34, 0.774; GCA_959025735.1, s__Streptococcus sp959025735, 95.09, 94.74, 0.76; GCF_000186465.1, s__Streptococcus australis, 95.0, 85.64, 0.199; GCF_021341835.1, s__Streptococcus sp021341835, 95.0, 85.74, 0.219; GCA_032477695.1, s__Streptococcus parasanguinis_Y, 95.02, 94.98, 0.818; GCF_016648925.1, s__Streptococcus sp900766505, 95.43, 94.97, 0.817; GCA_046980505.1, s__Streptococcus parasanguinis_AD, 95.85, 95.02, 0.766; GCF_015557775.1, s__Streptococcus parasanguinis_AA, 95.27, 94.67, 0.805; GCA_030825825.1, s__Streptococcus sp030825825, 95.0, 94.56, 0.795; GCF_035544715.1, s__Streptococcus gingivalis, 95.54, 94.74, 0.827; GCA_916048115.1, s__Streptococcus sp916048115, 95.0, 94.09, 0.742; GCF_000963275.1, s__Streptococcus parasanguinis_B, 95.08, 95.08, 0.825; GCF_032163505.1, s__Streptococcus parasanguinis_V, 95.65, 94.85, 0.822; GCA_032572035.1, s__Streptococcus parasanguinis_AB, 95.23, 95.08, 0.754; GCF_001813295.1, s__Streptococcus sp001813295, 95.4, 94.57, 0.786; GCA_046994005.1, s__Streptococcus sp046994005, 95.0, 94.48, 0.723; GCF_047463015.1, s__Streptococcus australis_F, 95.0, 85.52, 0.213; GCF_040226615.1, s__Streptococcus australis_E, 95.0, 86.11, 0.212; GCF_047463195.1, s__Streptococcus parasanguinis_R, 95.98, 95.25, 0.828; GCF_019930045.1, s__Streptococcus australis_D, 95.0, 86.97, 0.229; GCA_018379295.1, s__Streptococcus parasanguinis_AH, 95.73, 94.84, 0.82; GCF_943193075.1, s__Streptococcus caecimuris, 95.77, 94.95, 0.797; GCA_018377375.1, s__Streptococcus parasanguinis_N, 95.05, 94.91, 0.749; GCA_027685415.1, s__Streptococcus sp027685415, 95.21, 94.72, 0.802; GCA_963554405.1, s__Streptococcus sp963554405, 95.0, 93.44, 0.655; GCA_905188195.1, s__Streptococcus parasanguinis_P, 95.17, 94.84, 0.795; GCF_964238605.1, s__Streptococcus parasanguinis_AJ, 95.47, 94.64, 0.835; GCF_024295625.1, s__Streptococcus sp024295625, 95.35, 94.79, 0.803; GCF_039059645.1, s__Streptococcus parasanguinis_X, 95.55, 94.84, 0.785; GCA_047241705.1, s__Streptococcus sp047241705, 95.0, 94.63, 0.704; GCA_958445905.1, s__Streptococcus sp958445905, 95.51, 95.06, 0.78; GCF_000164675.2, s__Streptococcus parasanguinis, 95.0, 93.88, 0.733; GCF_003943615.1, s__Streptococcus australis_C, 95.0, 84.16, 0.166; GCF_901875555.1, s__Streptococcus parasanguinis_H, 95.0, 91.31, 0.67; GCF_001069785.1, s__Streptococcus parasanguinis_T, 95.45, 94.5, 0.823	87.15	11	N/A	N/A
SRR8692213_bin.15	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caccae	GCF_002222615.2	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caccae	99.32	0.865	GCF_002222615.2	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caccae	99.32	0.865	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900556625.1, s__Bacteroides sp900556625, 95.0, 92.62, 0.418; GCF_012113595.1, s__Bacteroides faecium, 95.0, 84.02, 0.2; GCF_903181435.1, s__Bacteroides sp900765785, 95.0, 83.8, 0.18; GCF_900761785.1, s__Bacteroides sp900761785, 95.0, 83.56, 0.16; GCF_042854785.1, s__Bacteroides sp902491285, 95.0, 84.47, 0.201; GCF_014750685.1, s__Bacteroides sp014750685, 95.0, 82.88, 0.154; GCF_900130125.1, s__Bacteroides congonensis, 95.0, 84.05, 0.192	94.65	11	N/A	N/A
SRR8692213_bin.22	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	GCF_025147485.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	98.32	0.803	GCF_025147485.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	98.32	0.803	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_004793475.1, s__Bacteroides muris, 95.0, 91.79, 0.493; GCF_000614125.1, s__Bacteroides rodentium, 95.0, 94.57, 0.619; GCA_037413095.1, s__Bacteroides sp905197435, 95.0, 87.4, 0.372	95.29	11	N/A	N/A
SRR8692213_bin.23	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta	GCF_000024265.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta	98.33	0.831	GCF_000024265.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta	98.33	0.831	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Eggerthella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_900184265.1, s__Eggerthella timonensis, 95.0, 88.35, 0.41; GCF_003339815.1, s__Eggerthella sinensis, 95.0, 85.17, 0.264; GCF_009834925.2, s__Eggerthella guodeyinii, 95.0, 89.73, 0.45	94.93	11	N/A	N/A
SRR8692213_bin.6	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus salivarius_E	GCF_016648815.1	95.92	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus salivarius_E	96.19	0.817	GCF_009738225.1	95.07	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp001556435	96.05	0.838	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	taxonomic classification defined by topology and ANI	N/A	GCF_934229725.1, s__Streptococcus sp934229725, 95.27, 89.72, 0.518; GCF_030284685.1, s__Streptococcus raffinosi, 95.0, 89.99, 0.495; GCF_010120595.1, s__Streptococcus thermophilus, 95.0, 89.51, 0.45; GCF_905071825.1, s__Streptococcus salivarius_H, 96.12, 95.04, 0.834; GCF_000785515.1, s__Streptococcus salivarius, 95.0, 95.0, 0.792; GCA_046975465.1, s__Streptococcus sp046975465, 95.01, 94.28, 0.692; GCA_016939315.1, s__Streptococcus sp016939315, 95.78, 95.48, 0.821; GCF_000188295.1, s__Streptococcus vestibularis, 95.0, 91.87, 0.645; GCF_902463925.1, s__Streptococcus sp902463925, 95.0, 91.96, 0.628; GCF_002094005.1, s__Streptococcus salivarius_F, 96.04, 95.27, 0.812; GCF_002094975.1, s__Streptococcus salivarius_D, 95.6, 94.45, 0.755; GCA_003521145.1, s__Streptococcus sp003521145, 95.0, 93.56, 0.704; GCF_046531525.1, s__Streptococcus salivarius_G, 96.12, 95.25, 0.807; GCA_048524165.1, s__Streptococcus sp048524165, 95.0, 91.94, 0.583; GCF_963545685.1, s__Streptococcus sp963545685, 95.0, 90.6, 0.628	83.35	11	N/A	N/A
